,rf_prob
2011-09-05,0.6159727551991153
2011-09-06,0.592024669709333
2011-09-07,0.5798101549549414
2011-09-08,0.5813129837725475
2011-09-09,0.5680062944518967
2011-09-12,0.5683007651507791
2011-09-13,0.5851995685768037
2011-09-14,0.5444655218504402
2011-09-15,0.42783176727758393
2011-09-16,0.42905708864803344
2011-09-19,0.45971826316001513
2011-09-20,0.46537648005120835
2011-09-21,0.4976736441767675
2011-09-22,0.5197373638837108
2011-09-23,0.5431305444369189
2011-09-26,0.531065189623072
2011-09-27,0.5140062033654252
2011-09-28,0.547826961150668
2011-09-29,0.5647860363217042
2011-09-30,0.5869952678470639
2011-10-03,0.5902927880684129
2011-10-04,0.5751016961567885
2011-10-05,0.5677583753975534
2011-10-06,0.4814117182185445
2011-10-07,0.4538928973590754
2011-10-10,0.4159298329951258
2011-10-11,0.4340291137846618
2011-10-12,0.3755236965621825
2011-10-13,0.38321541143903
2011-10-14,0.38373720071203343
2011-10-17,0.48374236402133214
2011-10-18,0.48214492389844693
2011-10-19,0.5012058146018257
2011-10-20,0.5145261672253493
2011-10-21,0.4788383077529646
2011-10-24,0.4097509635541921
2011-10-25,0.5000903109478638
2011-10-26,0.44652396282943335
2011-10-27,0.49130668300322405
2011-10-28,0.4745606136099784
2011-10-31,0.5187603815886094
2011-11-01,0.4573612808141592
2011-11-02,0.4577836367438121
2011-11-03,0.5309266215862344
2011-11-04,0.5571904990520399
2011-11-07,0.5028187502766553
2011-11-08,0.5152202135675581
2011-11-09,0.5725748333756844
2011-11-10,0.5228172322371725
2011-11-11,0.46403028253827555
2011-11-14,0.4542440389348804
2011-11-15,0.4990667036547396
2011-11-16,0.5190179273666485
2011-11-17,0.5078110794754213
2011-11-18,0.44677955133582087
2011-11-21,0.4287365572811506
2011-11-22,0.46124736552223256
2011-11-23,0.45800793448739996
2011-11-24,0.4538927405417369
2011-11-25,0.5080297988495507
2011-11-28,0.49334831088301734
2011-11-29,0.4662333067114549
2011-11-30,0.426468376968407
2011-12-01,0.43067573922759705
2011-12-02,0.4433294746056173
2011-12-05,0.4462956205599381
2011-12-06,0.47482634344920555
2011-12-07,0.46443826935562815
2011-12-08,0.45940638977806003
2011-12-09,0.4757370364017859
2011-12-12,0.4637556586316787
2011-12-13,0.4582830033355163
2011-12-14,0.45222069834003575
2011-12-15,0.4604214428054326
2011-12-16,0.43898927450571046
2011-12-19,0.4451446827488859
2011-12-20,0.6336603790427128
2011-12-21,0.6087240416132432
2011-12-22,0.6257448734241937
2011-12-23,0.6407393464928738
2011-12-26,0.6356674851038466
2011-12-27,0.6472672618249065
2011-12-28,0.6690076356795583
2011-12-29,0.6652349826525594
2011-12-30,0.6703504547631874
2012-01-02,0.8610409211472476
2012-01-03,0.6435183774240453
2012-01-04,0.6342444444049097
2012-01-05,0.6250283197061676
2012-01-06,0.6290439679960014
2012-01-09,0.6429562851393935
2012-01-10,0.6245681951236489
2012-01-11,0.6575547119097414
2012-01-12,0.6379926711039658
2012-01-13,0.6606504747268866
2012-01-16,0.6647116394332874
2012-01-17,0.6654935057316096
2012-01-18,0.6553044973400565
2012-01-19,0.6282646940484213
2012-01-20,0.6805756774601575
2012-01-23,0.6799626225203
2012-01-24,0.6817640810857267
2012-01-25,0.6781386631668264
2012-01-26,0.6837848281932847
2012-01-27,0.6864564574860055
2012-01-30,0.6626731081085184
2012-01-31,0.6641020513320788
2012-02-01,0.6730266308308603
2012-02-02,0.6734860419420605
2012-02-03,0.6683842236289144
2012-02-06,0.6547446613560504
2012-02-07,0.6554157180759539
2012-02-08,0.6367345100041264
2012-02-09,0.6593508034362793
2012-02-10,0.6790056388408598
2012-02-13,0.664582140376739
2012-02-14,0.6626802181621043
2012-02-15,0.6772994154879051
2012-02-16,0.6475159570464338
2012-02-17,0.6211589336846134
2012-02-20,0.6230423724621609
2012-02-21,0.6211080963388276
2012-02-22,0.6183645749012988
2012-02-23,0.6081766792588622
2012-02-24,0.6330695415836443
2012-02-27,0.6254354774765439
2012-02-28,0.6487627858990705
2012-02-29,0.6488547792266119
2012-03-01,0.6703156922249032
2012-03-02,0.6798389687115407
2012-03-05,0.660802129810174
2012-03-06,0.6940806176339884
2012-03-07,0.6889661868561251
2012-03-08,0.6800779918130191
2012-03-09,0.6605189025856731
2012-03-12,0.642597080592641
2012-03-13,0.6392756579356174
2012-03-14,0.6721967921418441
2012-03-15,0.683601381901346
2012-03-16,0.6970151468797999
2012-03-19,0.7077968629735338
2012-03-20,0.7226768485782482
2012-03-21,0.7369633550679285
2012-03-22,0.6877492616682527
2012-03-23,0.6798059734023542
2012-03-26,0.6988609702431379
2012-03-27,0.6770098432276656
2012-03-28,0.6988609702431379
2012-03-29,0.6687026368546672
2012-03-30,0.7064280028589658
2012-04-02,0.6677178755275881
2012-04-03,0.7492059921256313
2012-04-04,0.7030612999819605
2012-04-05,0.6784820743778662
2012-04-06,0.6840115168607894
2012-04-09,0.6756995997092085
2012-04-10,0.6690037615575553
2012-04-11,0.6764919480223567
2012-04-12,0.6857097134523765
2012-04-13,0.6751402100301307
2012-04-16,0.6742381220709338
2012-04-17,0.6747990375847658
2012-04-18,0.6709373365696745
2012-04-19,0.665255163547553
2012-04-20,0.706978554901107
2012-04-23,0.667362793111982
2012-04-24,0.7263713921694255
2012-04-25,0.7596030663144063
2012-04-26,0.7448172840339446
2012-04-27,0.7609136109547288
2012-04-30,0.7680984985881186
2012-05-01,0.7725762821425083
2012-05-02,0.7708014787330724
2012-05-03,0.7768306196561858
2012-05-04,0.7727676015889486
2012-05-07,0.7722754881544628
2012-05-08,0.7757782424231356
2012-05-09,0.7815480660539414
2012-05-10,0.7796764792435785
2012-05-11,0.7779092934720403
2012-05-14,0.7587413273238933
2012-05-15,0.746380019317558
2012-05-16,0.5514366286348191
2012-05-17,0.4157175742701974
2012-05-18,0.46053614688386657
2012-05-21,0.41470787499735806
2012-05-22,0.39759669339615356
2012-05-23,0.4278811565458337
2012-05-24,0.4324655583553423
2012-05-25,0.42897288592403326
2012-05-28,0.43521957424797114
2012-05-29,0.4148424972947085
2012-05-30,0.4713968551896117
2012-05-31,0.47494016120570093
2012-06-01,0.5414711230060503
2012-06-04,0.5445273651127569
2012-06-05,0.4909770912290115
2012-06-06,0.47904314776120693
2012-06-07,0.4305175541158618
2012-06-08,0.4437218399895111
2012-06-11,0.4759457462272346
2012-06-12,0.4358810009030776
2012-06-13,0.4730806910050025
2012-06-14,0.4387092769254338
2012-06-15,0.3968934687863459
2012-06-18,0.3826014068595599
2012-06-19,0.3388349643489519
2012-06-20,0.32129635497884956
2012-06-21,0.31469892263192667
2012-06-22,0.3370722963941893
2012-06-25,0.3327683693049721
2012-06-26,0.3327306678006899
2012-06-27,0.32622705481970604
2012-06-28,0.308032736825282
2012-06-29,0.33664049946788865
2012-07-02,0.29755360816491255
2012-07-03,0.32288769248346294
2012-07-04,0.3310320716108503
2012-07-05,0.43690324973213657
2012-07-06,0.4482823137030174
2012-07-09,0.3930708701704722
2012-07-10,0.4214328543532712
2012-07-11,0.4520423634863975
2012-07-12,0.36491008085371057
2012-07-13,0.3067326658920139
2012-07-16,0.3062395089841172
2012-07-17,0.32191158528559943
2012-07-18,0.330905227958725
2012-07-19,0.39764650528700307
2012-07-20,0.3585360715573864
2012-07-23,0.33455447956147016
2012-07-24,0.3209238697390402
2012-07-25,0.32550721956884127
2012-07-26,0.3217753762333581
2012-07-27,0.335667423121928
2012-07-30,0.38336627337132884
2012-07-31,0.3890961569018543
2012-08-01,0.39749871520981306
2012-08-02,0.36460440868415206
2012-08-03,0.4134839046886097
2012-08-06,0.4494632327060053
2012-08-07,0.44881742873262354
2012-08-08,0.5061610657098128
2012-08-09,0.6322958146831467
2012-08-10,0.4533593772098747
2012-08-13,0.6807355444479204
2012-08-14,0.7719288024251943
2012-08-15,0.7771797326705442
2012-08-16,0.7842133141611671
2012-08-17,0.7829129779906501
2012-08-20,0.7854601775132417
2012-08-21,0.7882541749732728
2012-08-22,0.7874345579749381
2012-08-23,0.7900671512527673
2012-08-24,0.7841071770225571
2012-08-27,0.7844897798050795
2012-08-28,0.7871024298296669
2012-08-29,0.7898610830338895
2012-08-30,0.7929045840721577
2012-08-31,0.7795223265226976
2012-09-03,0.7837041838058084
2012-09-04,0.7781403372855089
2012-09-05,0.7749577024070128
2012-09-06,0.7775335976321816
2012-09-07,0.7785719687657517
2012-09-10,0.7732219299331824
2012-09-11,0.7697324896434794
2012-09-12,0.7318547424332935
2012-09-13,0.744577630532037
2012-09-14,0.7575451742673543
2012-09-17,0.7757585705699648
2012-09-18,0.7770265637281866
2012-09-19,0.7743795422785509
2012-09-20,0.7757590461228916
2012-09-21,0.7816715679275553
2012-09-24,0.7719326486065654
2012-09-25,0.771638942914651
2012-09-26,0.7214266706940987
2012-09-27,0.7596309898601716
2012-09-28,0.7480266950305928
2012-10-01,0.7561086961646956
2012-10-02,0.7441548209852676
2012-10-03,0.7636385417180052
2012-10-04,0.7659973487903704
2012-10-05,0.7734870117707318
2012-10-08,0.7699750973414763
2012-10-09,0.7678694047842982
2012-10-10,0.7689587744979598
2012-10-11,0.7666254411646264
2012-10-12,0.766890854698461
2012-10-15,0.7645426912210346
2012-10-16,0.7677265659953489
2012-10-17,0.7641495766447829
2012-10-18,0.7621588738761075
2012-10-19,0.776163825087705
2012-10-22,0.7676015877794505
2012-10-23,0.7766452243309684
2012-10-24,0.7756019834809094
2012-10-25,0.7883105392515546
2012-10-26,0.781937371132839
2012-10-29,0.7716209755620425
2012-10-30,0.771790886380391
2012-10-31,0.48360192506747224
2012-11-01,0.6595101121265055
2012-11-02,0.5095185713581557
2012-11-05,0.47016327665743224
2012-11-06,0.7274026639817736
2012-11-07,0.6327845890652946
2012-11-08,0.4547146109621186
2012-11-09,0.419321318400611
2012-11-12,0.36544934349770564
2012-11-13,0.38755944940742554
2012-11-14,0.42027997697634006
2012-11-15,0.4598762738879205
2012-11-16,0.4230389903505729
2012-11-19,0.38857409145894933
2012-11-20,0.41472211132795567
2012-11-21,0.4100858655689906
2012-11-22,0.4173240228716639
2012-11-23,0.4127979716640134
2012-11-26,0.4010570736676408
2012-11-27,0.4293420813982916
2012-11-28,0.6510164686520816
2012-11-29,0.7501186840079016
2012-11-30,0.6350064024881591
2012-12-03,0.7244168197554559
2012-12-04,0.5514283047945348
2012-12-05,0.7218004239378994
2012-12-06,0.6347795978607103
2012-12-07,0.7356537986757513
2012-12-10,0.45790467623657777
2012-12-11,0.5376898742338754
2012-12-12,0.41779556241996557
2012-12-13,0.4580524127341634
2012-12-14,0.45634645294147735
2012-12-17,0.45388617618634286
2012-12-18,0.736600547006245
2012-12-19,0.7544814907442988
2012-12-20,0.7813879596344284
2012-12-21,0.7913466543098715
2012-12-24,0.8005866587065859
2012-12-25,0.8007165019976141
2012-12-26,0.7923797013903325
2012-12-27,0.786857898202121
2012-12-28,0.7898539622766448
2012-12-31,0.7822805081892303
2013-01-01,0.7786786203778802
2013-01-01,0.5701924572402732
2013-01-02,0.5825072152912874
2013-01-03,0.5972766090295835
2013-01-04,0.562313124380506
2013-01-07,0.582481542666012
2013-01-08,0.5938388090984865
2013-01-09,0.5808025666497771
2013-01-10,0.5684274112999796
2013-01-11,0.5593727433608062
2013-01-14,0.5527834792755656
2013-01-15,0.5521856030847929
2013-01-16,0.5275856391385286
2013-01-17,0.550178913187414
2013-01-18,0.5764185233918243
2013-01-21,0.5802544451918797
2013-01-22,0.5561632611310516
2013-01-23,0.5559679300669291
2013-01-24,0.5593410661394138
2013-01-25,0.5800398536564555
2013-01-28,0.5792405951179169
2013-01-29,0.5778936953257121
2013-01-30,0.5900526291069005
2013-01-31,0.5445169039972154
2013-02-01,0.5048153185875219
2013-02-04,0.4994612462597441
2013-02-05,0.4994925884144372
2013-02-06,0.49179801036050963
2013-02-07,0.42151757962333974
2013-02-08,0.41730249233780553
2013-02-11,0.44334796581347724
2013-02-12,0.4598720433139061
2013-02-13,0.4685749342343613
2013-02-14,0.49634761383193315
2013-02-15,0.4914516885777874
2013-02-18,0.4890079092498169
2013-02-19,0.49469177482480914
2013-02-20,0.4968490060043461
2013-02-21,0.48162599505831827
2013-02-22,0.47745317355248335
2013-02-25,0.6789101907129226
2013-02-26,0.5550351870068598
2013-02-27,0.47745317355248335
2013-02-28,0.4797804462797561
2013-03-01,0.4618889093151373
2013-03-04,0.4892877831467352
2013-03-05,0.5091414106742442
2013-03-06,0.5242809484205356
2013-03-07,0.5709045833225358
2013-03-08,0.6039855649413266
2013-03-11,0.6282959983612614
2013-03-12,0.6007564741515065
2013-03-13,0.6239157956139086
2013-03-14,0.6223671811073384
2013-03-15,0.6279227224475273
2013-03-18,0.5692256114034663
2013-03-19,0.5449925401155051
2013-03-20,0.5402293401459622
2013-03-21,0.5418470645519312
2013-03-22,0.5934714936198671
2013-03-25,0.5980868079890255
2013-03-26,0.5885837320956787
2013-03-27,0.6005454441017699
2013-03-28,0.5782914648675177
2013-03-29,0.5743390000787852
2013-04-01,0.5069050326078872
2013-04-02,0.5048279480738163
2013-04-03,0.47839300681234376
2013-04-04,0.40634043800756947
2013-04-05,0.33181955487720166
2013-04-08,0.3403830234358415
2013-04-09,0.3537533159812484
2013-04-10,0.4593672629193144
2013-04-11,0.4728838120843808
2013-04-12,0.4753677888619288
2013-04-15,0.6146316698386561
2013-04-16,0.46451271508787434
2013-04-17,0.48888644915566154
2013-04-18,0.6064097843580026
2013-04-19,0.4624552724161753
2013-04-22,0.4687389849061464
2013-04-23,0.47931764144592326
2013-04-24,0.4811583456611201
2013-04-25,0.5045361807374108
2013-04-26,0.5097833896688302
2013-04-29,0.5515900611998724
2013-04-30,0.5577123651564571
2013-05-01,0.579803685334984
2013-05-02,0.6042740059724198
2013-05-03,0.5969630016790028
2013-05-06,0.5987337402559982
2013-05-07,0.5874208921277859
2013-05-08,0.5921798216087564
2013-05-09,0.5857233723384949
2013-05-10,0.57992011372278
2013-05-13,0.5998770493421683
2013-05-14,0.6049781804164438
2013-05-15,0.5997735977650527
2013-05-16,0.5914688435112925
2013-05-17,0.6201499497993335
2013-05-20,0.5997735977650527
2013-05-21,0.5982103915646981
2013-05-22,0.589295573783017
2013-05-23,0.5319401113879364
2013-05-24,0.4950743028707155
2013-05-27,0.4950743028707155
2013-05-28,0.5022683837081862
2013-05-29,0.3802511874341409
2013-05-30,0.43482628495265724
2013-05-31,0.37310625042409157
2013-06-03,0.3746271026923783
2013-06-04,0.4014340863828438
2013-06-05,0.532689711352252
2013-06-06,0.46189095310363854
2013-06-07,0.3740667433126765
2013-06-10,0.38106414107635783
2013-06-11,0.4980452429589618
2013-06-12,0.5307246716969695
2013-06-13,0.4573719825197511
2013-06-14,0.5232703668519255
2013-06-17,0.43490612008727436
2013-06-18,0.4215721435410108
2013-06-19,0.45042940492354444
2013-06-20,0.5500098666176224
2013-06-21,0.5277760842863009
2013-06-24,0.5741375117010716
2013-06-25,0.5685369547019562
2013-06-26,0.547147116272179
2013-06-27,0.4862884183817521
2013-06-28,0.4546283634775654
2013-07-01,0.4487338267054068
2013-07-02,0.4567367926557961
2013-07-03,0.43176493899220203
2013-07-04,0.45408504090608676
2013-07-05,0.42248466302358756
2013-07-08,0.43326137626084404
2013-07-09,0.4231800026581257
2013-07-10,0.4233940107776604
2013-07-11,0.4459699700967408
2013-07-12,0.48106742129730684
2013-07-15,0.47931428696253825
2013-07-16,0.47840176207032764
2013-07-17,0.48958145043190604
2013-07-18,0.5866250364627001
2013-07-19,0.5794390623676261
2013-07-22,0.5909012115204896
2013-07-23,0.5848165458691706
2013-07-24,0.56327316519561
2013-07-25,0.5091345158669512
2013-07-26,0.5002246485277556
2013-07-29,0.4951235477613132
2013-07-30,0.5048197535387458
2013-07-31,0.4531617564585376
2013-08-01,0.4689808054265262
2013-08-02,0.36154893329939547
2013-08-05,0.3387609340692654
2013-08-06,0.30334593209249
2013-08-07,0.27404898211953227
2013-08-08,0.3186600838563749
2013-08-09,0.32412633855205664
2013-08-12,0.31744419110573524
2013-08-13,0.3273012547712569
2013-08-14,0.3373940042656605
2013-08-15,0.3356565049156091
2013-08-16,0.3469065846078347
2013-08-19,0.35320310227810636
2013-08-20,0.3483568110450277
2013-08-21,0.3551702487795779
2013-08-22,0.3510792022575673
2013-08-23,0.33046138097413136
2013-08-26,0.34474947455123106
2013-08-27,0.37995120588068976
2013-08-28,0.377072058902245
2013-08-29,0.36740018673823405
2013-08-30,0.39320218052309097
2013-09-02,0.4273053974509286
2013-09-03,0.42530564137951443
2013-09-04,0.37312167678116404
2013-09-05,0.4241293449880268
2013-09-06,0.43033692962442316
2013-09-09,0.41259899799527294
2013-09-10,0.4540652289319393
2013-09-11,0.39264791673042027
2013-09-12,0.3721601932078123
2013-09-13,0.4096820487421314
2013-09-16,0.4506402476312953
2013-09-17,0.41978144021249547
2013-09-18,0.42155242539643084
2013-09-19,0.5087559971568976
2013-09-20,0.4558804589290693
2013-09-23,0.415308059129059
2013-09-24,0.3570790375813172
2013-09-25,0.3680233367809674
2013-09-26,0.3580641841806919
2013-09-27,0.3350096519224921
2013-09-30,0.38266553318886487
2013-10-01,0.3310917920141723
2013-10-02,0.3528485150458676
2013-10-03,0.4989769269053689
2013-10-04,0.3788927509641187
2013-10-07,0.48626547778542467
2013-10-08,0.47816233123982477
2013-10-09,0.47465082879747583
2013-10-10,0.37955126489198476
2013-10-11,0.35079879490316496
2013-10-14,0.37935557063573877
2013-10-15,0.5078923169709302
2013-10-16,0.37239387595419815
2013-10-17,0.3796245766997947
2013-10-18,0.37400333446306455
2013-10-21,0.36859900736812046
2013-10-22,0.34563296086443435
2013-10-23,0.3663184075099533
2013-10-24,0.44434675334591617
2013-10-25,0.4237227776210906
2013-10-28,0.474161695744573
2013-10-29,0.47441093599962203
2013-10-30,0.479656011784026
2013-10-31,0.52249159882515
2013-11-01,0.590898618842403
2013-11-04,0.5868086145053245
2013-11-05,0.5765049333639627
2013-11-06,0.5747897515530049
2013-11-07,0.577469659302394
2013-11-08,0.46693567065179387
2013-11-11,0.4650852618918575
2013-11-12,0.5564880044328645
2013-11-13,0.36355983538176184
2013-11-14,0.37406663808816587
2013-11-15,0.3841748917945567
2013-11-18,0.4574839366362971
2013-11-19,0.48066557472088883
2013-11-20,0.5071719669186459
2013-11-21,0.4781250690224884
2013-11-22,0.4851865467672386
2013-11-25,0.49652002540644813
2013-11-26,0.49778483686038405
2013-11-27,0.5260611516002982
2013-11-28,0.5163990627479054
2013-11-29,0.4908621306674902
2013-12-02,0.4883036058589654
2013-12-03,0.47450204092566906
2013-12-04,0.4908905592730794
2013-12-05,0.5035848034966504
2013-12-06,0.5114170936120473
2013-12-09,0.5339852814591928
2013-12-10,0.5112574864959494
2013-12-11,0.5135909729020165
2013-12-12,0.5504805525581914
2013-12-13,0.5291807561396982
2013-12-16,0.5529348167295275
2013-12-17,0.49343793289586896
2013-12-18,0.4715493046132221
2013-12-19,0.49208333320426656
2013-12-20,0.5243445380789952
2013-12-23,0.5412517352074869
2013-12-24,0.5459916443289494
2013-12-25,0.5446853708210365
2013-12-26,0.5250761619280223
2013-12-27,0.5335858642018052
2013-12-30,0.5171172871911104
2013-12-31,0.5011254435004447
2014-01-01,0.509909242942139
2014-01-01,0.6751704444263664
2014-01-02,0.7574242206331054
2014-01-03,0.6757779031862944
2014-01-06,0.684098124775463
2014-01-07,0.6662632768013933
2014-01-08,0.6422155298380814
2014-01-09,0.659761897808473
2014-01-10,0.673922297199877
2014-01-13,0.6974882616959736
2014-01-14,0.6316719267869864
2014-01-15,0.6465169609852304
2014-01-16,0.643011075051739
2014-01-17,0.6345965946868342
2014-01-20,0.6413295163154631
2014-01-21,0.7005183367252238
2014-01-22,0.7020140136301145
2014-01-23,0.723374060276326
2014-01-24,0.6676524034442626
2014-01-27,0.6990069017692393
2014-01-28,0.6991563269859761
2014-01-29,0.7021915977375712
2014-01-30,0.6982065267952718
2014-01-31,0.7413054971627462
2014-02-03,0.7504971346484537
2014-02-04,0.7652840962677593
2014-02-05,0.7693917747754361
2014-02-06,0.7831865990549667
2014-02-07,0.7705090508741692
2014-02-10,0.7553232504547842
2014-02-11,0.7451439288033277
2014-02-12,0.7480632247888049
2014-02-13,0.7397486323108516
2014-02-14,0.6990074674426681
2014-02-17,0.6958218754773875
2014-02-18,0.7112766238766592
2014-02-19,0.7480177318039408
2014-02-20,0.7767474205114273
2014-02-21,0.7875635860852563
2014-02-24,0.7910301945791912
2014-02-25,0.742695880771735
2014-02-26,0.7740026158658324
2014-02-27,0.6789251912039467
2014-02-28,0.6583819212762084
2014-03-03,0.6753052735329231
2014-03-04,0.6125655226899369
2014-03-05,0.5706039145182848
2014-03-06,0.6117203691793311
2014-03-07,0.6030401785384626
2014-03-10,0.6271059599116442
2014-03-11,0.6626764233397432
2014-03-12,0.6584318542591846
2014-03-13,0.6573255511657989
2014-03-14,0.6527051919272923
2014-03-17,0.6654100065493559
2014-03-18,0.725240849587953
2014-03-19,0.7429062138016111
2014-03-20,0.7799724354043746
2014-03-21,0.7794417325934634
2014-03-24,0.7859518371252026
2014-03-25,0.7096752353464199
2014-03-26,0.7416829858057057
2014-03-27,0.7071573623726194
2014-03-28,0.7362288313998754
2014-03-31,0.8196992542341038
2014-04-01,0.8107166205362141
2014-04-02,0.7156551088992197
2014-04-03,0.716741861909395
2014-04-04,0.707478285980597
2014-04-07,0.6862388397430186
2014-04-08,0.6701783827436877
2014-04-09,0.6450371309610713
2014-04-10,0.6412422752461971
2014-04-11,0.6345832880859397
2014-04-14,0.6346576672149686
2014-04-15,0.6432149340231302
2014-04-16,0.6541515589760813
2014-04-17,0.6922052244764003
2014-04-18,0.6841996745207107
2014-04-21,0.6845425051567101
2014-04-22,0.69351972237949
2014-04-23,0.6742241880945538
2014-04-24,0.7122422738267512
2014-04-25,0.6711096947073547
2014-04-28,0.7022291987408273
2014-04-29,0.7143472006109525
2014-04-30,0.6758922775050347
2014-05-01,0.6578437612703846
2014-05-02,0.614658540280415
2014-05-05,0.6626709787248841
2014-05-06,0.6770491298916268
2014-05-07,0.7302323837600536
2014-05-08,0.735370514440661
2014-05-09,0.701307672144208
2014-05-12,0.6799957257857325
