regime,mean_spread_bps,n_days,ann_return,ann_volatility,sharpe_ratio,max_drawdown,mean_daily_ret,median_daily_ret,skewness,kurtosis
Q1_calm,2.248557975279576,1699,0.16889628101080914,0.11615034227304423,1.4541178071931176,-0.10735563331773076,0.0006702233373444808,0.0006085028794691194,-0.4580174007091781,2.597551734457065
Q2,2.85967570754717,1696,0.15899636377464177,0.1423575794194111,1.116880214057376,-0.14894684138127065,0.0006309379514866737,0.0006351416595959947,0.41293474539253106,13.595278766818174
Q3,3.823906619385343,1691,0.05426800347566891,0.1694391205093694,0.32028024763424146,-0.22117325005748456,0.0002153492201415433,0.0001431973832275446,-0.11834985834519847,3.846203655263701
Q4_stress,6.369893867924528,1696,-0.010396497838491413,0.2873029066794148,-0.03618653900391019,-0.6255431443514723,-4.1255943803537355e-05,5.1206780153689735e-05,0.11562932296489647,7.1015528785389765
