type,spread_value,density
mode,2.6060160160160164,0.3940423279511583
mode,6.443533533533534,0.06110255546406697
mode,11.043013013013013,0.00836577197794344
mode,13.633683683683683,0.0027501485313326766
antimode,6.014064064064064,0.05682775461022006
antimode,9.145035035035034,0.0012607828581344082
antimode,12.871721721721721,0.001844375730038551
